Temparature,Humidity,Moisture,SoilType,CropType,Nitrogen,Potassium,Phosphorous,WaterNeeded,FertilizerName
28.4,64.69,20,Black,Wheat,9,8,30,53.6076,DAP
35.46,68.5,33.83,Red,Paddy,7,3,32,94.62673935,14-35-14
33.36,48.62,48.04,Black,Paddy,9,0,36,64.8219186,14-35-14
30.09,51.69,31.75,Clayey,Sugarcane,35,2,0,59.860983,20-20
31.62,53.17,41.08,Clayey,Maize,38,0,0,44.93027088,DAP
35.85,65.73,46.71,Clayey,Wheat,41,0,0,37.8721372,20-20
28.23,59.71,40.91,Clayey,Oil seeds,19,2,18,36.2127156,DAP
22.91,52.89,43.54,Black,Ground Nuts,36,0,0,35.2522125,17-17-17
31.57,59,29.74,Loamy,Millets,32,0,3,58.765464,17-17-17
33.33,68.93,44.04,Loamy,Wheat,41,0,0,45.996322,20-20
26.1,56.4,70,Red,Maize,8,14,10,26.862,20-20
23.85,54.74,31.15,Black,Maize,10,4,8,47.93798295,28-28
33.93,68.08,68.4,Red,Barley,4,5,28,29.135832,20-20
24.14,50.03,56.4,Red,Oil seeds,11,3,5,35.137894,10/26/2026
30.9,61.42,48.45,Loamy,Barley,13,0,6,41.801895,28-28
38.27,61.02,39.38,Clayey,Tobacco,10,1,14,55.88485056,10/26/2026
30.53,72.94,69.94,Black,Pulses,14,0,37,20.1795786,DAP
36.91,57.36,46.79,Black,Barley,9,4,30,45.5615946,10/26/2026
27.89,58.78,32.12,Clayey,Millets,37,0,1,41.4828256,20-20
25.91,61.37,35.85,Black,Ground Nuts,37,0,0,41.06979225,20-20
26.89,45.93,34.24,Loamy,Ground Nuts,37,0,0,53.143944,28-28
26.9,54.22,37.63,Sandy,Oil seeds,41,0,0,57.3978636,28-28
33.83,56.33,40.46,Clayey,Cotton,9,11,17,42.6282584,Urea
32.23,65.73,36.41,Black,Pulses,13,0,11,46.69763445,10/26/2026
33.56,69.13,30.78,Clayey,Oil seeds,13,0,13,45.7156568,14-35-14
22.37,59.31,53.4,Sandy,Millets,25,1,21,36.395532,14-35-14
40,66.19,57.22,Sandy,Paddy,40,0,0,74.6207262,14-35-14
26.38,58.32,37.72,Loamy,Pulses,38,0,0,45.83808,Urea
25.09,55.29,28.94,Loamy,Ground Nuts,15,0,39,51.543371,10/26/2026
34.6,52.97,41.6,Red,Wheat,12,3,41,59.560116,14-35-14
30.08,55.2,40.09,Clayey,Paddy,14,0,11,59.3540352,17-17-17
29.16,50.81,20,Black,Millets,7,16,12,59.6988,17-17-17
23.32,50.4,46.44,Black,Tobacco,27,3,27,41.32432512,10/26/2026
27.41,54.55,26.1,Loamy,Cotton,33,0,0,57.305755,Urea
29.23,70.7,54.12,Sandy,Maize,42,3,0,44.27658576,10/26/2026
35.92,63.54,54.99,Clayey,Sugarcane,17,0,40,42.16212728,14-35-14
24.33,52.3,46.6,Red,Cotton,20,0,16,42.592374,14-35-14
33.99,62.02,24.13,Loamy,Cotton,42,0,3,65.984139,28-28
33.8,69.65,29.13,Black,Sugarcane,11,2,33,68.63529173,20-20
29.19,67.99,28.27,Clayey,Pulses,42,0,0,42.6850884,17-17-17
32.92,56.58,28.5,Loamy,Barley,2,14,21,62.59825,28-28
29.7,50.47,41.56,Sandy,Ground Nuts,11,19,22,59.0232312,28-28
22.82,48.25,49.55,Clayey,Maize,21,0,24,31.7497994,28-28
24.87,53.41,36.47,Loamy,Oil seeds,31,4,0,46.3991355,DAP
29.25,54.77,56.41,Sandy,Oil seeds,17,12,11,42.4296342,10/26/2026
28.88,54.57,38.98,Clayey,Paddy,39,3,0,58.927014,20-20
36.11,61.24,27.61,Loamy,Cotton,14,4,35,66.30924,20-20
27.91,48.69,33.26,Red,Ground Nuts,37,0,0,59.8140565,17-17-17
32,59.17,32.35,Loamy,Cotton,40,0,0,57.1067475,28-28
31.12,56.27,40.65,Loamy,Paddy,17,0,37,74.87447625,DAP
38.03,60.56,64.39,Loamy,Millets,18,0,35,34.107258,14-35-14
40,78.63,39.77,Clayey,Tobacco,13,2,39,52.43479248,14-35-14
21.56,48.99,38.37,Clayey,Wheat,32,1,4,33.83487,Urea
34.16,57.77,64.71,Red,Cotton,3,12,29,34.71777265,20-20
29.74,67.3,55.7,Clayey,Barley,41,3,4,26.874152,20-20
24.02,52.18,41.72,Red,Paddy,40,0,0,69.188559,28-28
31.44,57.6,49.09,Black,Tobacco,35,0,2,46.22953824,28-28
27.82,58.21,39.11,Red,Pulses,23,3,13,51.26237765,17-17-17
28.68,48.05,70,Clayey,Sugarcane,4,0,10,26.00052,10/26/2026
37.79,65.38,42.1,Loamy,Pulses,16,2,42,53.78331,Urea
30.84,62.89,31.1,Black,Pulses,18,0,36,49.7537235,DAP
32.08,69.28,53.59,Clayey,Pulses,12,19,10,29.5241856,20-20
30.53,54.66,40.76,Red,Wheat,23,0,22,54.5618172,DAP
27.28,67,60.31,Red,Ground Nuts,9,6,30,31.0240854,17-17-17
30.52,52.92,33.2,Loamy,Oil seeds,8,11,32,56.49944,Urea
25.51,63.32,68.32,Clayey,Maize,4,12,33,19.33645824,10/26/2026
30.28,76.59,30.6,Clayey,Ground Nuts,10,0,35,40.121528,28-28
31.27,76.13,35.28,Red,Cotton,9,3,32,53.020242,20-20
26.52,59.29,37.89,Black,Sugarcane,21,0,19,53.33519237,14-35-14
37.78,70.33,64.11,Loamy,Wheat,5,10,28,32.4427655,10/26/2026
30.49,58.21,39.3,Clayey,Ground Nuts,12,11,11,39.7585,17-17-17
29.18,54.17,23.3,Sandy,Ground Nuts,42,1,0,74.80551,28-28
25.21,46.78,31.12,Clayey,Oil seeds,44,2,0,42.4466112,Urea
22.64,49.3,30.33,Black,Paddy,9,4,12,66.43069335,Urea
30.2,64.88,52.82,Clayey,Oil seeds,8,15,13,29.4252224,20-20
24.84,49.58,47.64,Loamy,Barley,37,0,0,39.212404,10/26/2026
30.49,58.83,54.73,Loamy,Paddy,35,4,2,55.38671325,17-17-17
30.73,49.9,32.48,Loamy,Pulses,15,0,10,58.411552,20-20
29.82,58.66,44.21,Sandy,Millets,26,4,17,53.7659388,28-28
23.92,47.26,38.11,Red,Maize,9,7,25,55.57356849,Urea
27.8,66.49,56.09,Loamy,Ground Nuts,11,11,14,31.7710805,28-28
40,75.55,28.97,Black,Ground Nuts,15,0,40,58.95667575,17-17-17
31.12,72.97,50.32,Clayey,Pulses,14,17,8,30.1080672,17-17-17
24.8,61.32,54.78,Black,Cotton,7,6,32,28.0572012,20-20
32.45,67.58,55.57,Black,Cotton,4,0,10,32.4334557,17-17-17
31.61,66.27,33.06,Sandy,Pulses,7,6,18,64.3306788,Urea
40,65.43,64.34,Sandy,Pulses,14,0,36,41.6301972,17-17-17
34.46,78.03,54.74,Red,Millets,42,0,1,39.7815033,14-35-14
20.26,41.18,47.6,Red,Millets,23,0,14,40.307652,DAP
36.22,77.81,51.95,Black,Pulses,37,0,0,36.12471075,14-35-14
30.24,56.13,30.91,Black,Barley,38,2,1,51.24647115,10/26/2026
35.54,62.73,42.81,Loamy,Paddy,14,10,11,76.96201275,DAP
29.73,58.45,60.67,Loamy,Cotton,9,0,8,31.5564255,14-35-14
27.58,64.59,62.12,Sandy,Cotton,14,1,34,33.1215144,20-20
26.09,69.65,41.82,Loamy,Cotton,9,0,39,39.187139,28-28
30.48,61.31,44.39,Red,Millets,22,0,15,49.12337155,Urea
29.86,48.43,47.14,Clayey,Maize,39,0,2,39.77418984,14-35-14
25.2,65.72,54.26,Black,Sugarcane,8,2,32,36.14457132,20-20
31.81,70.13,21.18,Red,Ground Nuts,13,0,36,68.1087561,28-28
22.32,56.11,24.06,Black,Maize,15,0,38,50.05900251,17-17-17
25.7,67.81,42.7,Loamy,Tobacco,25,0,17,46.409562,20-20
30.23,55.76,53.54,Loamy,Barley,5,7,25,38.366668,14-35-14
32.37,55.24,33.67,Loamy,Tobacco,18,0,32,69.3440352,17-17-17
26.08,44.39,42.34,Clayey,Sugarcane,16,2,26,47.95213176,20-20
39.89,76,32.46,Red,Ground Nuts,44,3,0,68.1870332,17-17-17
38.92,57.75,34.28,Clayey,Tobacco,13,0,38,62.43820608,DAP
26.41,55.23,43.13,Black,Barley,20,1,27,38.49217515,10/26/2026
35.85,62.3,36.56,Red,Millets,16,0,42,63.189412,Urea
33,59.14,48.43,Black,Tobacco,3,8,31,48.13770708,14-35-14
35.84,73.34,56.27,Red,Barley,11,6,26,40.8923603,10/26/2026
32.85,53.21,37.96,Black,Barley,40,2,0,49.7470842,DAP
36.16,64,43.68,Loamy,Millets,20,0,19,50.868224,Urea
28.03,51.46,40.88,Sandy,Tobacco,10,3,11,68.38717824,17-17-17
38.77,73.1,64.83,Sandy,Paddy,9,4,35,57.6021294,28-28
39.61,74.2,29.32,Clayey,Cotton,9,1,38,52.0883328,28-28
40,65.97,61.68,Black,Cotton,10,4,39,33.4585332,17-17-17
31.66,68.88,64.94,Sandy,Paddy,36,0,0,49.7795904,17-17-17
25.79,47.25,45.73,Clayey,Millets,32,0,0,33.8449428,DAP
37.12,73.45,56.53,Loamy,Wheat,15,14,13,38.0427705,14-35-14
27.79,54.72,69.39,Black,Maize,40,0,0,23.70371058,20-20
27.84,50.3,41.85,Loamy,Paddy,12,7,24,70.2422925,14-35-14
23.68,57.9,28.78,Sandy,Maize,32,0,2,64.31251464,14-35-14
32.02,47.68,43.98,Loamy,Sugarcane,36,0,0,65.689052,28-28
34.91,53.17,64.9,Sandy,Paddy,15,13,15,58.905873,DAP
31.87,56.38,39.33,Clayey,Barley,40,2,0,41.522548,20-20
33.5,61.54,58.09,Loamy,Pulses,39,0,0,36.138993,14-35-14
21.34,47.91,23.25,Loamy,Barley,13,2,6,52.7464375,10/26/2026
27.75,48.05,35.2,Sandy,Oil seeds,25,4,24,63.35496,Urea
27.41,57.31,54.62,Loamy,Tobacco,20,4,14,41.4764124,20-20
36.6,74.72,50.92,Sandy,Oil seeds,39,0,0,50.5563264,10/26/2026
21.52,56.82,37.02,Clayey,Tobacco,21,2,20,39.07581504,DAP
39.1,77.95,44.22,Sandy,Cotton,13,0,36,59.723646,28-28
30.22,56.38,60.39,Loamy,Maize,14,10,33,35.8371475,Urea
24.32,66.77,37.7,Black,Ground Nuts,26,0,16,36.5884785,20-20
31.78,51.44,58.82,Loamy,Barley,10,4,4,36.172512,17-17-17
27.73,59.27,54.2,Red,Tobacco,3,5,35,45.840762,DAP
25.66,45.25,65.07,Sandy,Barley,8,0,15,32.9857962,28-28
37.17,70.91,67.53,Sandy,Ground Nuts,21,4,22,34.6331514,14-35-14
27.41,53.44,36.65,Black,Sugarcane,31,0,0,57.8873295,Urea
32.37,61.99,20.42,Loamy,Oil seeds,7,3,41,66.644271,17-17-17
29.68,74.89,47.11,Sandy,Barley,22,0,21,45.6430122,20-20
29.9,53.17,58.98,Black,Ground Nuts,12,5,24,30.7213137,17-17-17
31.08,56.03,45.64,Black,Millets,14,1,14,41.1670998,14-35-14
31.95,59.95,41.17,Loamy,Maize,15,3,39,54.31038525,20-20
28.83,59.74,35.13,Loamy,Ground Nuts,1,14,14,50.462373,Urea
28.67,59.49,43.85,Loamy,Pulses,38,1,1,43.5695925,28-28
32.76,50.9,22,Red,Cotton,9,20,17,77.28006,14-35-14
40,52.95,43.51,Loamy,Wheat,10,0,43,58.4812725,14-35-14
28.17,50.93,37.01,Clayey,Sugarcane,30,0,0,52.980889,17-17-17
28.66,62.69,52.78,Sandy,Tobacco,45,0,0,51.6605688,DAP
32.76,57.8,53.21,Loamy,Cotton,17,3,28,40.529498,10/26/2026
33.29,71.48,55.06,Loamy,Wheat,14,1,36,36.329496,Urea
22.61,60.89,53.36,Black,Ground Nuts,27,0,18,27.189954,17-17-17
24.55,59.45,47.37,Red,Barley,1,15,15,40.16326875,Urea
28.72,58.94,59.53,Sandy,Ground Nuts,13,15,13,37.8653508,28-28
36.49,58.68,47.81,Clayey,Cotton,42,2,2,39.0965728,DAP
27.77,61.89,27.29,Black,Wheat,15,0,38,48.81422205,28-28
27.09,45.13,20.39,Red,Wheat,17,0,41,71.47107165,28-28
30.34,65.26,61.34,Loamy,Pulses,10,5,35,30.17413,17-17-17
28.74,60.87,37.06,Clayey,Maize,10,16,19,42.67306824,17-17-17
38.12,66.69,33.67,Loamy,Sugarcane,15,2,9,80.10242955,DAP
37.98,66.3,70,Red,Paddy,22,0,16,45.94095,10/26/2026
30.61,58.28,51.6,Loamy,Ground Nuts,22,0,25,39.72672,14-35-14
30,42.84,46.81,Loamy,Barley,8,17,12,47.115702,17-17-17
39.4,75.28,52.3,Red,Maize,14,3,39,52.6148172,10/26/2026
27.74,60.46,44.85,Red,Wheat,19,0,21,45.6504125,20-20
27.37,52.05,37.96,Clayey,Maize,24,0,20,42.97461168,28-28
32.5,71.1,69.62,Red,Wheat,7,7,11,26.550601,10/26/2026
26.46,43.65,36.14,Black,Maize,12,0,13,51.26939433,20-20
30.31,69.86,46.3,Black,Cotton,45,1,0,36.580977,10/26/2026
32.02,50.79,61.39,Sandy,Oil seeds,7,8,37,41.0710014,10/26/2026
36.4,70.69,31.58,Sandy,Ground Nuts,16,0,44,71.8040532,28-28
31.51,54.73,65.9,Sandy,Pulses,16,0,10,35.050026,14-35-14
39.77,60.41,50.77,Sandy,Wheat,6,4,34,58.6831446,Urea
33.93,62.94,38.71,Red,Millets,39,0,0,58.2432741,14-35-14
32.13,65.75,52.1,Loamy,Pulses,13,0,35,38.983415,14-35-14
29.99,54.89,41.47,Red,Cotton,34,3,0,53.13850905,Urea
38.38,71.17,56.45,Clayey,Wheat,36,0,3,31.76537,14-35-14
30.43,59.04,40.61,Loamy,Pulses,39,4,0,48.307826,Urea
28.65,49.55,30.12,Red,Cotton,19,11,6,63.435317,Urea
25.07,45.11,36.38,Clayey,Maize,2,20,18,43.43642776,20-20
26.73,51.88,26.29,Red,Tobacco,13,2,41,75.42478944,DAP
35.68,63.89,46.79,Sandy,Oil seeds,14,14,13,57.0932658,20-20
33.56,59.78,61.64,Loamy,Pulses,13,2,40,33.461428,28-28
28.48,60.34,33.57,Sandy,Millets,43,0,3,61.2139164,28-28
34.31,58.35,30.92,Black,Millets,43,0,1,55.6097454,10/26/2026
28.81,49.93,33.75,Red,Tobacco,34,1,0,72.2817975,17-17-17
24.11,57.89,23.7,Loamy,Sugarcane,27,2,17,68.7138725,28-28
31.21,55.32,38.91,Red,Oil seeds,41,0,0,56.9578724,10/26/2026
28.66,41.97,62.44,Red,Barley,8,9,19,35.6701686,14-35-14
22.83,46.9,34.09,Clayey,Wheat,9,0,42,38.0748888,DAP
25.54,65.51,26.75,Black,Paddy,10,13,29,67.56488438,28-28
30.02,68.96,35.81,Red,Sugarcane,14,0,32,69.35780852,20-20
29.98,73.22,48.77,Clayey,Millets,26,4,18,30.061764,Urea
34.95,71.28,53.19,Red,Millets,41,2,0,43.3863166,20-20
27.38,57.61,57.88,Sandy,Maize,8,0,5,42.22976472,DAP
35.64,66.88,38.75,Black,Oil seeds,2,18,24,48.4218,10/26/2026
39.23,71.01,31.63,Clayey,Cotton,39,0,0,50.8426668,DAP
26.84,54.27,49.61,Red,Paddy,20,0,26,63.64219208,28-28
34.38,70.03,23.96,Sandy,Oil seeds,38,2,1,76.4156376,DAP
37.38,61.81,32.73,Loamy,Cotton,3,5,31,63.1362585,28-28
36.92,62.66,58.76,Clayey,Tobacco,9,17,19,36.62507904,20-20
31.54,66.48,66.12,Clayey,Wheat,11,13,27,21.6398336,DAP
30.38,67.91,57.24,Sandy,Sugarcane,14,0,33,51.23323608,14-35-14
33.13,61.63,41.66,Sandy,Paddy,15,1,32,89.7275034,28-28
40,61.51,32.66,Sandy,Paddy,10,2,44,120.2968494,14-35-14
37.05,61.02,32.03,Sandy,Oil seeds,18,2,21,76.3357476,Urea
29.45,60,64.63,Loamy,Maize,10,4,28,30.697623,Urea
20.82,42.97,44.06,Red,Tobacco,16,3,17,51.80301324,17-17-17
34.04,60.33,70,Sandy,Oil seeds,7,10,27,31.6494,20-20
25.22,62.81,49.09,Red,Paddy,5,3,10,57.99043553,28-28
25.96,53.04,46.11,Black,Barley,6,11,31,36.569754,10/26/2026
34.01,50.12,30.27,Loamy,Tobacco,12,4,9,77.7852096,DAP
40,71.27,25.24,Red,Maize,16,4,17,85.36220154,17-17-17
35.95,70.71,37.39,Black,Cotton,37,3,0,48.76724205,14-35-14
29.41,52.65,48.35,Loamy,Barley,7,3,27,42.6086675,DAP
33.88,55.46,26.2,Black,Millets,37,0,0,59.797926,28-28
33.99,68.26,39.64,Red,Barley,11,0,6,55.673046,10/26/2026
24.47,57.6,70,Sandy,Tobacco,39,1,0,30.30048,14-35-14
25.83,44.55,44.99,Sandy,Paddy,5,20,24,78.6054393,Urea
24.74,60.74,60.98,Loamy,Pulses,5,3,17,26.966722,17-17-17
27.19,59.49,56.18,Black,Maize,9,17,16,32.37800643,DAP
31.1,50.28,40.57,Clayey,Cotton,7,3,24,41.3918064,28-28
26.73,44.52,40.8,Clayey,Paddy,8,0,31,57.68448,14-35-14
30.46,71.86,41.95,Clayey,Wheat,0,7,28,34.825356,10/26/2026
28.7,59.26,46.42,Black,Pulses,11,2,39,37.5022494,Urea
32.49,61.52,47.27,Sandy,Wheat,14,16,23,53.2910472,Urea
25.28,55.11,38.36,Clayey,Pulses,13,0,9,36.0002256,28-28
23.54,50.26,50.16,Loamy,Millets,27,2,23,35.85988,20-20
28.53,62.54,61.11,Red,Maize,15,2,36,35.66442451,14-35-14
26.45,56.63,64.39,Clayey,Pulses,14,9,27,21.2477748,Urea
27.71,67.71,47.17,Loamy,Pulses,8,9,15,37.8077895,10/26/2026
24.98,47,20.99,Loamy,Sugarcane,15,12,6,78.5343598,28-28
35.07,59.79,61.83,Black,Tobacco,14,13,14,37.20223782,28-28
36.94,58.84,55.16,Sandy,Sugarcane,1,7,33,66.07514784,28-28
30.26,50.57,43.21,Black,Pulses,13,6,11,43.56446085,DAP
32.12,69.24,36.58,Red,Cotton,43,0,0,55.5445044,14-35-14
22.33,46.53,40.1,Clayey,Cotton,27,1,14,34.212484,DAP
27.36,61.34,43.04,Black,Wheat,11,0,17,37.960992,28-28
29.03,53.72,43.41,Loamy,Wheat,10,0,34,45.95108,DAP
32.8,55.77,44.43,Sandy,Barley,16,0,10,58.4918706,14-35-14
32.28,58.89,29.28,Clayey,Pulses,8,1,10,48.1546624,28-28
37.53,58.75,51.59,Red,Paddy,12,0,41,76.42982903,10/26/2026
22.55,56.57,51.93,Loamy,Oil seeds,19,0,26,32.1179705,Urea
22.07,52.72,24.22,Sandy,Millets,17,15,14,61.6364208,10/26/2026
28.92,44.74,44.89,Red,Millets,44,1,0,51.8127687,17-17-17
26.05,48.76,45.26,Loamy,Barley,38,0,0,42.543928,DAP
24.84,58.91,43.15,Red,Cotton,34,0,0,43.91520375,DAP
30.62,70.7,46.64,Loamy,Oil seeds,1,21,17,40.494904,20-20
26.56,59.44,32.72,Black,Maize,7,11,17,48.8896848,20-20
31.15,55.59,35.09,Red,Barley,14,0,36,60.33741505,14-35-14
25.6,57.71,30.94,Black,Millets,2,20,16,44.9653113,28-28
26.71,55.75,70,Black,Ground Nuts,13,0,35,20.39715,28-28
29.67,63.41,36.42,Red,Millets,20,0,17,54.2963663,28-28
33.3,61.13,64.91,Black,Oil seeds,13,4,36,27.17071335,28-28
32.01,57.23,32.85,Sandy,Sugarcane,41,1,2,89.4651537,10/26/2026
30.59,54.91,43.28,Sandy,Barley,33,2,0,56.986584,DAP
37.88,74.88,27.06,Red,Tobacco,15,1,18,85.03520256,28-28
30.48,47.8,70,Loamy,Paddy,40,2,0,39.177,28-28
30.3,69.31,52.01,Black,Barley,11,1,8,32.80140495,DAP
34.08,55.54,59.21,Black,Millets,4,6,34,33.1830729,20-20
38.45,63.15,58.06,Clayey,Barley,6,2,8,31.983444,10/26/2026
24.76,55.27,34.69,Sandy,Sugarcane,17,16,20,73.23902586,17-17-17
25.73,68.57,70,Sandy,Millets,10,4,26,24.183,17-17-17
20.56,55.98,65.55,Loamy,Barley,34,0,0,21.748285,DAP
38.77,68.24,57.2,Sandy,Wheat,42,0,0,47.980512,20-20
30.56,55.9,40.77,Clayey,Oil seeds,14,0,5,39.4092728,DAP
26.93,51.37,50.87,Sandy,Oil seeds,8,0,39,46.088853,Urea
26.67,42.74,30.17,Red,Maize,2,14,18,69.25997771,Urea
31.42,63.61,32.38,Loamy,Wheat,38,0,0,54.795867,28-28
26.7,43.08,32.35,Black,Ground Nuts,10,16,13,49.840461,17-17-17
26.05,51.11,35.27,Red,Wheat,10,18,10,54.50233635,17-17-17
25.12,46.17,43.74,Red,Oil seeds,25,1,20,47.7481433,20-20
32.41,67.07,32.33,Loamy,Barley,12,0,6,55.0055595,Urea
27.81,63.26,43.38,Sandy,Wheat,32,0,0,50.2717656,10/26/2026
23.36,50.24,34.4,Sandy,Sugarcane,40,0,2,73.272576,DAP
33,57.63,37.28,Loamy,Cotton,12,0,16,54.682432,Urea
26.02,55.23,47.78,Sandy,Oil seeds,10,2,12,46.637682,28-28
26.74,56.43,41.86,Loamy,Maize,23,4,22,48.1349781,DAP
33.17,68.4,25.54,Black,Barley,17,0,32,55.0452996,Urea
33.5,69.8,35.8,Clayey,Ground Nuts,16,0,35,42.16656,DAP
28.32,55.53,39.8,Clayey,Barley,16,3,13,37.9862,14-35-14
29.54,71.68,57.48,Sandy,Tobacco,13,12,16,44.84397312,10/26/2026
25.68,50.13,50.92,Red,Sugarcane,36,1,0,53.54718798,Urea
28.77,63.48,49.52,Red,Barley,37,0,0,42.090224,DAP
23.17,44.36,26.03,Sandy,Tobacco,37,0,0,78.99285888,20-20
27.12,63.03,28.6,Loamy,Paddy,12,4,39,77.888475,DAP
31.38,57.13,37.26,Black,Ground Nuts,36,0,0,47.5415487,20-20
27.91,58.99,64.03,Black,Oil seeds,41,0,0,24.70869225,DAP
36.99,70.45,29.04,Red,Sugarcane,27,1,20,90.06218364,DAP
35.01,69.3,40.11,Sandy,Sugarcane,25,0,32,79.75982508,DAP
30.71,67.85,56.82,Black,Oil seeds,8,13,28,30.1161069,14-35-14
38.22,70.27,63.95,Black,Ground Nuts,24,0,19,29.62390725,14-35-14
30.23,47.44,55.39,Red,Barley,38,2,4,42.5641854,DAP
33.72,52.61,37.01,Black,Millets,22,0,27,51.66534285,10/26/2026
29.14,58.06,43.94,Clayey,Paddy,37,0,0,53.31306,14-35-14
34.18,69.67,48.66,Sandy,Cotton,23,3,19,51.458082,Urea
28.32,59.85,58.07,Sandy,Pulses,35,0,0,38.5999194,DAP
28.16,57.48,62.2,Sandy,Cotton,6,0,7,35.190288,10/26/2026
40,52.02,45.67,Clayey,Maize,19,0,44,49.71803496,14-35-14
30.08,57.14,37.49,Clayey,Cotton,18,0,40,40.8015272,28-28
27.61,61.04,41.97,Clayey,Barley,34,2,4,34.678728,14-35-14
23.74,62.35,31.53,Sandy,Ground Nuts,38,4,1,54.4788402,Urea
22.26,52.88,34.12,Loamy,Cotton,18,0,19,44.851104,20-20
34.77,66.85,35.35,Clayey,Ground Nuts,14,4,41,44.538678,17-17-17
26.63,45.47,29.06,Clayey,Pulses,5,12,31,45.699548,20-20
24.69,52.7,23.05,Loamy,Wheat,30,4,3,56.196585,28-28
24.7,48.88,41.18,Black,Pulses,18,0,22,39.6823248,28-28
28.79,61.59,40.95,Sandy,Millets,16,6,14,54.409851,DAP
25.37,56.61,56.98,Sandy,Millets,9,0,34,37.3938444,10/26/2026
35.56,61.27,33.78,Black,Barley,18,4,22,53.9272503,DAP
29.95,59.77,47.09,Red,Oil seeds,10,15,11,46.56953015,14-35-14
28.85,45.97,49.62,Black,Wheat,24,0,24,38.4114753,Urea
22.68,53.23,44.85,Clayey,Oil seeds,38,2,4,30.330294,17-17-17
33.94,57.41,48.69,Loamy,Paddy,16,0,45,68.63353875,17-17-17
34.02,63.05,32.44,Clayey,Sugarcane,11,13,26,60.78751536,20-20
26.44,51.89,42.5,Clayey,Sugarcane,17,0,8,46.00713,28-28
27.43,65.87,20,Sandy,Sugarcane,15,0,44,89.7624,17-17-17
26.23,55.01,32.74,Loamy,Tobacco,13,0,13,60.4976796,20-20
30.45,68.48,46.14,Black,Pulses,27,0,20,37.1601684,14-35-14
25.4,50.75,42.4,Black,Barley,33,2,0,39.10032,14-35-14
27.56,58.15,53,Black,Cotton,15,1,39,32.167035,17-17-17
37.29,61.83,31.91,Black,Cotton,11,2,37,57.39884865,10/26/2026
25.22,56.62,37.89,Sandy,Millets,35,4,0,53.7599316,Urea
26.88,58.54,70,Red,Pulses,10,0,33,24.5817,20-20
21.46,49.42,45.96,Sandy,Cotton,27,0,19,44.2328208,Urea
28.14,68.89,31.96,Clayey,Cotton,11,9,33,39.1012272,28-28
32.55,64.64,43.51,Loamy,Pulses,11,0,45,46.762422,17-17-17
24.15,40.44,44.93,Red,Ground Nuts,20,2,22,47.2985216,28-28
36.93,71.6,35.49,Loamy,Maize,12,3,37,62.4882566,17-17-17
32.73,62.28,57.46,Sandy,Barley,12,0,44,43.0436736,28-28
29.55,66.21,41.21,Clayey,Millets,45,1,4,35.7419684,17-17-17
25.75,59.79,24.64,Red,Paddy,6,21,15,89.0365212,17-17-17
35.85,54.97,32.94,Loamy,Ground Nuts,41,1,0,63.180579,17-17-17
31.4,69.24,29.06,Red,Millets,35,0,0,61.0069812,10/26/2026
34.9,71.05,59.48,Red,Wheat,11,4,40,37.563053,20-20
30.98,59.93,30.97,Loamy,Wheat,13,0,6,56.6011485,28-28
24.15,51.72,31.91,Red,Sugarcane,9,4,13,70.53388628,Urea
27.35,47.36,48.45,Sandy,Oil seeds,10,18,18,50.118972,17-17-17
30.03,48.19,41.44,Black,Pulses,11,0,9,45.3069936,17-17-17
28.44,52.45,34.64,Red,Millets,22,0,26,57.9877188,28-28
24.69,45,34.65,Black,Ground Nuts,19,0,23,45.216972,DAP
34.34,54.99,47.61,Black,Sugarcane,8,0,10,55.89303116,DAP
28.13,53.68,52.13,Black,Cotton,6,13,26,34.2165186,28-28
27.41,51.23,46.31,Black,Tobacco,23,0,20,45.92717766,10/26/2026
32.89,60.09,59.65,Clayey,Wheat,13,0,11,27.675258,20-20
31.34,59.69,60.78,Red,Millets,18,0,36,35.7366757,17-17-17
27.79,58.46,20,Red,Tobacco,6,5,27,80.6256,14-35-14
22.44,58.98,31.46,Loamy,Oil seeds,11,0,15,44.818306,20-20
20.09,49.43,29.64,Black,Pulses,17,11,11,41.4550566,14-35-14
32.2,67.18,28.11,Loamy,Barley,15,18,16,58.094309,14-35-14
31.51,67.28,31.19,Clayey,Paddy,10,0,19,65.5456536,DAP
33.68,55.21,53.32,Sandy,Ground Nuts,20,2,14,50.2771608,17-17-17
30.94,46.3,42.29,Loamy,Sugarcane,8,3,31,66.5679079,28-28
30.93,52.97,59.12,Red,Pulses,10,8,33,38.39143,17-17-17
27.81,60,25.06,Sandy,Barley,45,0,0,68.0035536,20-20
31.36,56.32,45.45,Sandy,Barley,8,0,9,55.352976,17-17-17
27.52,59.49,43.56,Clayey,Maize,2,14,18,37.39691824,17-17-17
32.97,57.21,28.8,Loamy,Barley,10,1,41,62.18252,14-35-14
30.13,57.87,62.23,Black,Oil seeds,42,0,3,27.64480725,10/26/2026
29.13,72.87,40.38,Black,Sugarcane,9,15,19,50.10181605,Urea
29.47,68.26,30.54,Sandy,Oil seeds,38,0,3,62.3556312,17-17-17
27.2,52.83,31.04,Red,Paddy,8,17,16,88.7344524,28-28
29.52,70.13,55.59,Loamy,Millets,25,0,23,32.8522975,17-17-17
26.58,49.05,23.6,Loamy,Barley,22,1,15,60.07714,20-20
32.39,69.83,53.98,Red,Cotton,8,0,8,40.4292603,17-17-17
27.86,58.24,49.66,Red,Barley,14,2,18,42.416484,Urea
